"","sample_id","lat","long"
"127","APCL13_560",10.63353825,124.7768631
"128","APCL13_561",10.63353825,124.7768631
"129","APCL13_562",10.63357544,124.77684021
"130","APCL13_563",10.63357544,124.77684021
"131","APCL13_564",10.63357544,124.77684021
"132","APCL13_565",10.63360119,124.77679443
"133","APCL13_566",10.63360119,124.77679443
"134","APCL13_567",10.63363266,124.77680206
"135","APCL13_570",10.63362026,124.77672577
"136","APCL13_571",10.63362026,124.77672577
"137","APCL13_572",10.63368797,124.77679443
"138","APCL13_576",10.63391876,124.77668762
"139","APCL13_578",10.63391876,124.77668762
"140","APCL13_579",10.63400936,124.77667999
"141","APCL13_580",10.63400936,124.77667999
"142","APCL13_581",10.63400936,124.77667999
"143","APCL13_582",10.63400936,124.77667999
"144","APCL13_587",10.63401985,124.7766571
"145","APCL13_588",10.63399601,124.77661133
"146","APCL13_589",10.63399601,124.77661133
"147","APCL13_590",10.63399601,124.77661133
"148","APCL13_591",10.63399601,124.77661133
"149","APCL13_595",10.63411427,124.77659607
"150","APCL13_596",10.63411427,124.77659607
"151","APCL13_597",10.634161,124.77666473
"152","APCL13_598",10.634161,124.77666473
"153","APCL13_599",10.634161,124.77666473
"154","APCL13_601",10.6341114,124.77667999
"155","APCL13_602",10.63417435,124.7767334
"156","APCL13_603",10.63419247,124.77674866
"157","APCL13_604",10.63419247,124.77674866
"158","APCL13_605",10.63419247,124.77674866
"159","APCL13_606",10.6341114,124.77667999
"160","APCL13_607",10.86994362,124.71586609
"161","APCL13_610",10.87012577,124.71528625
"162","APCL13_612",10.87052345,124.71491241
"163","APCL13_613",10.87078571,124.71463776
"164","APCL13_614",10.87075138,124.71461487
"165","APCL13_616",10.87084198,124.71453857
"166","APCL13_620",10.87147427,124.71433258
"167","APCL13_622",10.87146568,124.71424866
"168","APCL13_623",10.87148285,124.71417999
"169","APCL13_624",10.87148285,124.71417999
"170","APCL13_625",10.87145805,124.7141571
"171","APCL13_626",10.87152004,124.71416473
"172","APCL13_628",10.87157154,124.71417236
"173","APCL13_629",10.87310886,124.71247864
"174","APCL13_630",10.87310886,124.71247864
"175","APCL13_631",10.87310886,124.71247864
"176","APCL13_632",10.87314701,124.71247101
"177","APCL13_633",10.87314701,124.71247101
"178","APCL13_634",10.87317753,124.71247864
"179","APCL13_635",10.87317753,124.71247864
"180","APCL13_636",10.87320042,124.71247864
"181","APCL13_638",10.87320232,124.71242523
"182","APCL13_646",10.87295437,124.71213531
"183","APCL13_647",10.87291718,124.71208191
"184","APCL13_658",10.86120605,124.72151947
"185","APCL13_659",10.86129856,124.72154999
"186","APCL13_660",10.8612833,124.72158051
"187","APCL13_661",10.8612833,124.72158051
"188","APCL13_663",10.86128807,124.72160339
"189","APCL13_664",10.86128426,124.72164154
"190","APOC13_429",10.85624695,124.72581482
"191","APOC13_430",10.85624695,124.72581482
"192","APPE13_431",10.85694218,124.72537231
"193","APPE13_432",10.85668659,124.72553253
