"","sample_id","lat","long"
"176","APCL15_354481",10.63371944,124.77690887
"177","APCL15_354513",10.85536575,124.72663116
"178","APCL15_354523",10.85496807,124.72773743
"179","APCL15_354525",10.63361645,124.77680206
"180","APCL15_354533",10.63385296,124.77671051
"181","APCL15_354587",10.86098099,124.72164917
"182","APCL15_354604",10.63407326,124.77648163
"183","APCL15_354641",10.86095142,124.72183228
"184","APCL15_354642",10.86095047,124.72194672
"185","APCL15_354733",10.63355732,124.77677155
"186","APCL15_354741",10.8610611,124.72173309
"187","APCL15_354885",10.63457108,124.77638245
"188","APCL15_354944",10.85531902,124.72625732
"189","APCL15_355054",10.86154079,124.72145844
"190","APCL15_355123",10.65284824,124.78343964
"191","APCL15_355180",10.80922508,124.76528931
"192","APCL15_355219",10.65392876,124.78395081
"193","APCL15_355246",10.79852581,124.76863861
"194","APCL15_355260",10.63405228,124.77636719
"195","APCL15_355398",10.8548708,124.72754669
"196","APCL15_355417",10.63476562,124.77616882
"197","APCL15_355443",10.63499641,124.77609253
"198","APCL15_355444",10.86154747,124.72144318
"199","APCL15_355473",10.86133957,124.72161865
"200","APCL15_355486",10.86150742,124.72142792
"201","APCL15_355505",10.6343441,124.77675629
"202","APCL15_355518",10.86106491,124.72168732
"203","APCL15_355523",10.63384056,124.77690125
"204","APCL15_355541",10.6348238,124.77625275
"205","APCL15_355550",10.63431263,124.7767868
"206","APCL15_355571",10.63450718,124.77633667
"207","APCL15_355592",10.63426018,124.7767868
"208","APCL15_355603",10.76845074,124.78398895
"209","APCL15_355605",10.86092091,124.72189331
"210","APCL15_355618",10.85531902,124.72625732
"211","APCL15_355651",10.63377285,124.77684784
"212","APCL15_355666",10.65373611,124.78385925
"213","APCL15_355693",10.85534,124.72624207
"214","APCL15_355704",10.86088943,124.72187042
"215","APCL15_355715",10.79948521,124.76831055
"216","APCL15_355734",10.63481236,124.77628326
"217","APCL15_355735",10.64113426,124.7826767
"218","APCL15_355853",10.63364506,124.77680206
"219","APCL15_355870",10.63453293,124.77633667
"220","APCL15_355880",10.63450718,124.77633667
"221","APCL15_355891",10.7688818,124.78366089
"222","APCL15_355896",10.63412952,124.77644348
"223","APCL15_355903",10.64095592,124.7828064
"224","APCL15_355908",10.63424301,124.77680969
"225","APCL15_355926",10.8614502,124.72151184
"226","APCL15_356001",10.86157227,124.72132874
"227","APCL15_356182",10.63422966,124.77677917
"228","APCL15_356249",10.63405228,124.77651978
"229","APCL15_356267",10.6336937,124.77680206
"230","APCL15_356312",10.85547829,124.72615814
"231","APCL15_356339",10.85496807,124.72773743
"232","APCL15_356353",10.85536861,124.72621155
"233","APCL15_356376",10.63351822,124.77675629
"234","APCL15_356398",10.63383102,124.77661896
"235","APCL15_356406",10.63407421,124.77649689
"236","APCL15_356407",10.63406181,124.77655792
"237","APCL15_356422",10.6408062,124.78494263
"238","APCL15_356440",10.86153698,124.72148132
"239","APCL15_356492",10.86156559,124.72142792
"240","APCL15_356515",10.63426113,124.7766571
"241","APCL15_356529",10.86158943,124.72135925
"242","APCL15_356535",10.63426018,124.77674103
"243","APCL15_356769",10.65338707,124.78439331
"244","APCL15_356778",10.8613348,124.72161865
"245","APCL15_362409",10.8613987,124.72148132
"246","APCL15_362514",10.64065933,124.78404999
"247","APCL15_362714",10.63427258,124.77677917
"248","APCL15_362937",10.79948521,124.76831055
"249","APCL15_362989",10.63431263,124.7767868
"250","APCL15_363411",10.860919,124.72187042
"251","APCL15_363661",10.65338707,124.78439331
"252","APCL15_363708",10.8609066,124.7217865
"253","APCL15_363747",10.63419056,124.77639008
"254","APCL15_363819",10.86105537,124.72161102
"255","APCL15_363882",10.63364506,124.77680206
"256","APCL15_364065",10.63509369,124.77607727
"257","APCL15_364196",10.8614502,124.72151184
"258","APCL15_364277",10.63463402,124.77636719
"259","APCL15_364555",10.65284824,124.78343964
"260","APCL15_364882",10.85531902,124.72625732
"261","APCL15_364988",10.640872,124.78354645
"262","APCL15_367983",10.86092663,124.72180176
"263","APCL15_368057",10.6348238,124.77625275
"264","APCL15_368111",10.76911354,124.78369904
"265","APCL15_368338",10.85531902,124.72625732
"266","APCL15_368386",10.79887772,124.76863861
"267","APCL15_368417",10.65373611,124.78385925
"268","APCL15_368572",10.63357258,124.7767868
"269","APCL15_368773",10.79841614,124.76866913
"270","APCL15_368852",10.85531902,124.72625732
"271","APCL15_368862",10.63453293,124.77633667
"272","APCL15_368898",10.63349438,124.7767334
"273","APCL15_368924",10.65384388,124.7838974
"274","APCL15_369033",10.85531902,124.72625732
"275","APCL15_369053",10.86083698,124.72193146
"276","APCL15_369143",10.63351822,124.77675629
"277","APCL15_369281",10.85547829,124.72615814
"278","APCL15_369437",10.86083698,124.72193146
"279","APCL15_369541",10.63457108,124.77638245
"280","APCL15_369558",10.85484123,124.72779846
"281","APCL15_369615",10.76911354,124.78369904
"282","APCL15_369699",10.76848125,124.78394318
"283","APCL15_369712",10.86129761,124.72157288
"284","APCL15_369767",10.85534,124.72624207
"285","APCL15_369857",10.64065933,124.78404999
"286","APCL15_369891",10.63443661,124.77644348
"287","APCL15_370000",10.6344347,124.77646637
"288","APCL15_370033",10.86095333,124.72168732
"289","APCL15_370062",10.86083698,124.72193146
"290","APCL15_370157",10.85531902,124.72625732
"291","APCL15_370174",10.633358,124.77664948
"292","APCL15_370180",10.64111519,124.78296661
"293","APCL15_370215",10.8613987,124.72148132
"294","APCL15_370326",10.85547829,124.72615814
"295","APCL15_370342",10.80922508,124.76528931
"296","APCL15_370407",10.633358,124.77664948
"297","APCL15_370554",10.63400936,124.77655029
"298","APCL15_370592",10.63355732,124.77677155
"299","APCL15_370599",10.64111519,124.78296661
"300","APCL15_370604",10.63499641,124.77609253
"301","APCL15_370613",10.65383625,124.78391266
"302","APCL15_370820",10.63412952,124.77644348
"303","APCL15_370851",10.72770119,124.7934494
"304","APCL15_370885",10.87430382,124.71087646
"305","APCL15_370891",10.87369537,124.71076202
"306","APCL15_370907",10.87429047,124.71089172
"307","APCL15_370935",10.87414646,124.71080017
"308","APCL15_370980",10.74341583,124.78691101
"309","APCL15_370997",10.65339756,124.78437042
"310","APCL15_371025",10.74367905,124.78675079
"311","APCL15_371132",10.86087608,124.72173309
"312","APCL15_371140",10.76863194,124.7838974
"313","APCL15_371253",10.63405228,124.77651978
"314","APCL15_371294",10.87429047,124.71089172
"315","APCL15_371354",10.8741188,124.71076202
"316","APCL15_371381",10.63457298,124.77632141
"317","APCL15_371404",10.74367905,124.78675079
"318","APCL15_371421",10.87424755,124.7108078
"319","APCL15_371425",10.64091206,124.78356934
"320","APCL15_371455",10.63426018,124.77674103
"321","APCL15_371463",10.74367905,124.78675079
"322","APCL15_371477",10.74341583,124.78691101
"323","APCL15_371511",10.87409019,124.71069336
"324","APCL15_371588",10.87439919,124.71057892
"325","APCL15_371626",10.87450027,124.71060181
"326","APCL15_371638",10.86157131,124.72132874
"327","APCL15_371672",10.65289497,124.78353119
"328","APCL15_371708",10.87436962,124.71074677
"329","APCL15_371727",10.63424301,124.77680969
"330","APCL15_371766",10.79841614,124.76866913
"331","APCL15_371825",10.63444233,124.77638245
"332","APCL15_371833",10.63481236,124.77628326
"333","APCL15_372039",10.7688818,124.78366089
"334","APCL15_372081",10.86089134,124.72190094
"335","APCL15_372099",10.63509369,124.77607727
"336","APCL15_372147",10.87391758,124.71079254
"337","APCL15_372190",10.65289497,124.78353119
"338","APCL15_372245",10.63406181,124.77655792
"339","APCL15_372250",10.6336937,124.77680206
"340","APCL15_372286",10.87431335,124.71070862
"341","APCL15_372291",10.74367905,124.78675079
"342","APCL15_372316",10.85536861,124.72621155
"343","APCL15_372325",10.85504723,124.72712708
"344","APCL15_372347",10.65384388,124.7838974
"345","APCL15_372405",10.80917931,124.76541138
"346","APCL15_372461",10.63463402,124.77636719
"347","APCL15_372487",10.8609066,124.7217865
"348","APCL15_372491",10.87403679,124.71076965
"349","APCL15_372549",10.63357258,124.7767868
"350","APCL15_372608",10.63461304,124.77635956
"351","APCL15_372611",10.80917931,124.76541138
"352","APCL15_372624",10.86151791,124.72145081
"353","APCL15_372651",10.86112785,124.72160339
"354","APCL15_372731",10.63331127,124.77690125
"355","APCL15_372739",10.87386703,124.71098328
"356","APCL15_372744",10.87388039,124.71073914
"357","APCL15_372788",10.85531902,124.72625732
"358","APCL15_372902",10.63457298,124.77632141
"359","APCL15_372956",10.87424755,124.7108078
"360","APCL15_372957",10.87384605,124.71092987
"361","APCL15_372981",10.86092663,124.72180176
"362","APCL15_373033",10.8735342,124.71098328
"363","APCL15_373086",10.85521507,124.72725677
"364","APCL15_373116",10.63426113,124.7766571
"365","APCL15_373186",10.85536861,124.72621155
"366","APCL15_373218",10.85536861,124.72621155
"367","APCL15_373231",10.8611002,124.72162628
"368","APCL15_373232",10.85547829,124.72615814
"369","APCL15_373270",10.74384308,124.78652954
"370","APCL15_373292",10.63419056,124.77639008
"371","APCL15_373315",10.63443375,124.77642059
"372","APCL15_373338",10.87406921,124.71073914
"373","APCL15_373373",10.87433529,124.71077728
"374","APCL15_373375",10.87439919,124.71057892
"375","APCL15_373422",10.87350655,124.71096802
"376","APCL15_373511",10.8715601,124.71424866
"377","APCL15_373608",10.87355423,124.71112823
"378","APCL15_373624",10.87165356,124.71411133
"379","APCL15_373627",10.87391758,124.71079254
"380","APCL15_373778",10.87355423,124.71112823
"381","APCL15_373816",10.8715601,124.71424866
"382","APCL15_373943",10.87429047,124.71089172
"383","APCL15_374004",10.87427711,124.71066284
"384","APCL15_374017",10.74341583,124.78691101
"385","APCL15_374058",10.74298191,124.78717041
"386","APCL15_374151",10.87402725,124.71064758
"387","APCL15_374248",10.87377739,124.71090698
"388","APCL15_374268",10.87350655,124.71096802
"389","APCL15_374339",10.87152195,124.71424866
"390","APCL15_374351",10.87441444,124.71073914
"391","APCL15_374364",10.87384796,124.71092224
"392","APCL15_374393",10.87382412,124.71045685
"393","APCL15_374415",10.87402725,124.71064758
"394","APCL15_374441",10.87452698,124.71058655
"395","APCL15_374493",10.87165165,124.71408844
"396","APCL15_374500",10.7282362,124.79337311
"397","APCL15_374542",10.74384308,124.78652954
"398","APCL15_374610",10.87168789,124.7141571
"399","APCL15_374990",10.87388039,124.71073914
"400","APCL15_375047",10.87149429,124.71427155
"401","APCL15_375244",10.63383102,124.77661896
"402","APCL15_375267",10.87427711,124.71066284
"403","APCL15_375271",10.87168789,124.7141571
"404","APCL15_375443",10.87356853,124.71116638
"405","APCL15_375493",10.8741188,124.71076202
"406","APCL15_375516",10.87430573,124.71060944
"407","APCL15_375526",10.7282362,124.79337311
"408","APCL15_375598",10.87438774,124.71073151
"409","APCL15_375642",10.87434673,124.71061707
"410","APCL15_375659",10.87152481,124.71388245
"411","APCL15_375747",10.74298191,124.78717041
"412","APCL15_375761",10.74384308,124.78652954
"413","APCL15_375827",10.72770119,124.7934494
"414","APCL15_375881",10.72770119,124.7934494
"415","APCL15_375914",10.87431335,124.71070862
"416","APCL15_375999",10.87151909,124.71392059
"417","APCL15_376036",10.87185764,124.71372223
"418","APCL15_376041",10.87452698,124.71058655
"419","APCL15_376136",10.87441444,124.71073914
"420","APCL15_376242",10.74351978,124.78659058
"421","APCL15_376294",10.87417221,124.71073914
"422","APCL15_399551",10.87138367,124.71414948
"423","APCL15_399571",10.87082863,124.71450043
"424","APCL15_399614",10.87154007,124.71411896
"425","APCL15_399642",10.87050819,124.71472168
"426","APCL15_399705",10.87141228,124.71420288
"427","APCL15_399744",10.86948872,124.71630096
"428","APCL15_399786",10.87326717,124.71217346
"429","APCL15_400205",10.8718338,124.71383667
"430","APCL15_400235",10.87351036,124.7117691
"431","APCL15_400408",10.87185764,124.71372223
"432","APCL15_400461",10.87364674,124.71135712
"433","APCL15_400642",10.86912537,124.71634674
"434","APCL15_400919",10.87364674,124.71135712
"435","APCL15_400948",10.87309742,124.71176147
"436","APCL15_401241",10.86873627,124.71678925
"437","APCL15_401342",10.87159538,124.71399689
"438","APCL15_401458",10.87144947,124.7142868
"439","APCL15_401656",10.87310314,124.71166229
"440","APCL15_401710",10.86881447,124.7164917
"441","APCL15_401739",10.85531902,124.72625732
"442","APCL15_401884",10.86150742,124.72132111
"443","APCL15_401889",10.63312244,124.77707672
"444","APCL15_401929",10.86885071,124.71643066
"445","APCL15_402123",10.86936188,124.71640778
"446","APCL15_402189",10.87287807,124.71218872
"447","APCL15_402230",10.87287807,124.71218872
"448","APCL15_402244",10.86200237,124.72096252
"449","APCL15_402306",10.87291336,124.71227264
"450","APCL15_402307",10.63285637,124.7769165
"451","APCL15_402340",10.87379646,124.71118164
"452","APCL15_402454",10.86922741,124.71634674
"453","APCL15_402486",10.86141968,124.72141266
"454","APCL15_402499",10.8693018,124.71633911
"455","APCL15_402510",10.87140369,124.71404266
"456","APCL15_402586",10.86925983,124.71630096
"457","APCL15_402618",10.86876678,124.71655273
"458","APCL15_402724",10.87136459,124.71395874
"459","APCL15_402726",10.63251019,124.77683258
"460","APCL15_402768",10.87351131,124.71205902
"461","APCL15_402770",10.87137413,124.71440887
"462","APCL15_402781",10.63319778,124.77694702
"463","APCL15_402799",10.87291336,124.71227264
"464","APCL15_402854",10.63275719,124.77677917
"465","APCL15_402874",10.87140083,124.71398926
"466","APCL15_402921",10.87326717,124.71217346
"467","APCL15_402943",10.8718338,124.71382141
"468","APCL15_402950",10.63264275,124.77671814
"469","APCL15_402968",10.65206718,124.7838974
"470","APCL15_402971",10.87139988,124.71420288
"471","APCL15_402980",10.86158562,124.72142792
"472","APCL15_403040",10.87351131,124.71205902
"473","APCL15_403045",10.63345242,124.77677155
"474","APCL15_403055",10.86183262,124.72122192
"475","APCL15_403062",10.87364864,124.7114563
"476","APCL15_403072",10.63270378,124.77661896
"477","APCL15_403075",10.63266468,124.77674103
"478","APCL15_403079",10.86885071,124.71643066
"479","APCL15_403102",10.87144566,124.71396637
"480","APCL15_403157",10.65206718,124.7838974
"481","APCL15_403170",10.65347004,124.78395844
"482","APCL15_403215",10.87141895,124.71418762
"483","APCL15_403262",10.63270378,124.77661896
"484","APCL15_403314",10.81166363,124.76423645
"485","APCL15_403319",10.86180305,124.72123718
"486","APCL15_403352",10.65244579,124.78363037
"487","APCL15_403370",10.86162281,124.72136688
"488","APCL15_403388",10.63268185,124.77677917
"489","APCL15_403391",10.87141514,124.71401215
"490","APCL15_403393",10.87154007,124.71411896
"491","APCL15_403468",10.63310909,124.77706146
"492","APCL15_403566",10.87326717,124.71217346
"493","APCL15_403603",10.63310909,124.77706146
"494","APCL15_403622",10.63254929,124.77671814
"495","APCL15_403649",10.86150742,124.72132111
"496","APCL15_403655",10.8714056,124.71398163
"497","APCL15_403664",10.86916161,124.71630096
"498","APCL15_403708",10.63339424,124.77683258
"499","APCL15_403713",10.86936188,124.71640778
"500","APCL15_403740",10.87185574,124.71382904
"501","APCL15_403777",10.87139511,124.71405029
"502","APCL15_403812",10.65211487,124.78431702
"503","APCL15_403855",10.87277889,124.71186066
"504","APCL15_403866",10.8734436,124.71215057
"505","APCL15_403879",10.87343502,124.71212006
"506","APCL15_403881",10.87139702,124.71395874
"507","APCL15_403889",10.8714056,124.71398163
"508","APCL15_403892",10.86970425,124.71591187
"509","APCL15_403913",10.87143135,124.71407318
"510","APCL15_403943",10.86919403,124.71634674
"511","APCL15_403994",10.87282372,124.71189117
"512","APCL15_404021",10.65211487,124.78431702
"513","APCL15_404022",10.63269901,124.77670288
"514","APCL15_404060",10.87304401,124.71218109
"515","APCL15_404064",10.87158775,124.71424866
"516","APCL15_404090",10.63269901,124.77670288
"517","APCL15_404120",10.65244579,124.78363037
"518","APCL15_404127",10.86181831,124.72116852
"519","APCL15_404131",10.65347004,124.78395844
"520","APCL15_404134",10.63476562,124.77616882
"521","APCL15_404140",10.63316822,124.77702332
"522","APCL15_404146",10.87159538,124.71421051
"523","APCL15_404287",10.87137604,124.71417236
"524","APCL15_404299",10.65383625,124.78391266
"525","APCL15_404305",10.87310696,124.71222687
"526","APCL15_404313",10.8714962,124.71412659
"527","APCL15_404319",10.63264275,124.77671814
"528","APCL15_404371",10.87140369,124.71404266
"529","APCL15_404420",10.87030315,124.71505737
"530","APCL15_404452",10.85484123,124.72779846
"531","APCL15_404510",10.86160088,124.72141266
"532","APCL15_404545",10.87142563,124.71398926
"533","APCL15_404548",10.63319778,124.77694702
"534","APCL15_404572",10.87364864,124.7114563
"535","APCL15_404585",10.87029457,124.71499634
"536","APCL15_404635",10.63269329,124.77661896
"537","APCL15_404648",10.63268185,124.77677917
"538","APCL15_404653",10.87141991,124.71398926
"539","APCL15_404670",10.63400936,124.77655029
"540","APCL15_404741",10.87295628,124.71218872
"541","APCL15_404792",10.63331127,124.77690125
"542","APCL15_404829",10.87304401,124.71218109
"543","APCL15_404845",10.87142086,124.71394348
"544","APCL15_404854",10.87351036,124.7117691
"545","APCL15_404951",10.87282372,124.71189117
"546","APCL15_404993",10.63254929,124.77671814
"547","APCL15_405015",10.6331768,124.7770462
"548","APCL15_405033",10.63330364,124.77687073
"549","APCL15_405034",10.6521349,124.78424835
"550","APCL15_405042",10.6334219,124.77684021
"551","APCL15_405068",10.87310314,124.71166229
"552","APCL15_405116",10.63345528,124.77671051
"553","APCL15_405124",10.86907291,124.71631622
"554","APCL15_405197",10.8718338,124.71383667
"555","APCL15_405308",10.65230274,124.78365326
"556","APCL15_405332",10.86917591,124.716362
"557","APCL15_405336",10.6328783,124.7769165
"558","APCL15_405360",10.87144566,124.71396637
"559","APCL15_405490",10.63269329,124.77661896
"560","APCL15_405523",10.87284946,124.71224976
"561","APCL15_405582",10.63275719,124.77677917
"562","APCL15_405712",10.86916161,124.71630096
"563","APCL15_405807",10.86196423,124.72103119
"564","APCL15_405876",10.86905956,124.71633148
"565","APCL15_405904",10.87141228,124.71420288
"566","APCL15_405915",10.86196995,124.72094727
"567","APCL15_405921",10.87082863,124.71450043
"568","APCL15_405940",10.87284946,124.71224976
"569","APCL15_406037",10.87304401,124.71218109
"570","APCL15_406108",10.87139511,124.71405029
"571","APCL15_406164",10.87146378,124.71398163
"572","APCL15_406231",10.86189747,124.72116089
"573","APCL15_406317",10.87139988,124.71420288
"574","APCL15_406357",10.65244579,124.78363037
"575","APCL15_406453",10.63241482,124.77687073
"576","APCL15_406498",10.63266468,124.77674103
"577","APCL15_406535",10.87189102,124.71383667
"578","APCL15_406629",10.86905956,124.71633148
"579","APCL15_406734",10.86922836,124.71630859
"580","APCL15_406738",10.87276936,124.71183777
"581","APCL15_406794",10.87466431,124.7106781
"582","APCL15_406807",10.64055538,124.78196716
"583","APCL15_406841",10.63345242,124.77677155
"584","APCL15_406887",10.86196423,124.72103119
"585","APCL15_406954",10.87138367,124.71414948
"586","APCL15_407028",10.8734436,124.71215057
"587","APCL15_407055",10.87144566,124.71396637
"588","APCL15_407082",10.87277222,124.71183777
"589","APCL15_407105",10.87137604,124.71417236
"590","APCL15_407118",10.86199856,124.72097015
"591","APCL15_407137",10.87277222,124.71183777
"592","APCL15_407195",10.87140465,124.71401215
"593","APCL15_407223",10.87156963,124.71404266
"594","APCL15_407280",10.8616066,124.72145081
"595","APCL15_407297",10.65278435,124.78370667
"596","APCL15_407401",10.87143707,124.71404266
"597","APCL15_407431",10.8693018,124.71633911
"598","APCL15_407451",10.86194515,124.72106934
"599","APCL15_407477",10.87321663,124.71221161
"600","APCL15_407553",10.87379646,124.71118164
"601","APCL15_407572",10.86196423,124.72103119
"602","APCL15_407589",10.86181831,124.72116852
"603","APCL15_407622",10.87140465,124.71401215
"604","APCL15_407646",10.87141991,124.71398926
"605","APCL15_407670",10.87141705,124.71404266
